Word,Count,POS,Antonyms
empathetically,14,adverb,unsympathetically
empiric,7,adjective,theoretical
empirical,9,adjective,theoretical
empirically,11,adverb,theoretically
employ,6,noun,unemployment
employ,6,verb,fire
employable,10,adjective,unemployable
employed,8,verb,fire
employed,8,adjective,unemployed
employee,8,noun,employer
employer,8,noun,employee
employment,10,noun,unemployment
emptiness,9,noun,fullness
empty,5,verb,fill|fill
empty,5,adjective,full
emptying,8,verb,fill|fill
emulsify,8,verb,demulsify|demulsify
enable,6,verb,disable
enabling,8,verb,disable
enabling,8,adjective,disabling
enchant,7,verb,disenchant
enchanted,9,verb,disenchant
enchanted,9,adjective,disenchanted
enchanting,10,verb,disenchant
enclosed,8,adjective,unenclosed
enclothe,8,verb,undress
encode,6,verb,decode
encoding,8,verb,decode
encourage,9,verb,discourage
encouraged,10,verb,discourage
encouragement,13,noun,discouragement
encouraging,11,verb,discourage
encouraging,11,adjective,discouraging
encouragingly,13,adverb,discouragingly
encumbered,10,adjective,unencumbered
end,3,noun,beginning|beginning
end,3,verb,begin|begin
ended,5,verb,begin|begin
endemic,7,adjective,epidemic|cosmopolitan
endemical,9,adjective,epidemic
endergonic,10,adjective,exergonic
ending,6,noun,beginning|beginning
ending,6,verb,begin|begin
endlessly,9,adverb,finitely
endocentric,11,adjective,exocentric
endocrinal,10,adjective,exocrine
endocrine,9,adjective,exocrine
endoergic,9,adjective,exoergic
endogamic,9,adjective,exogamous|exogamous
endogamous,10,adjective,exogamous|exogamous
endogamy,8,noun,exogamy
endogenic,9,adjective,exogenous;exogenic
endogenous,10,adjective,exogenous;exogenic
endomorphic,11,adjective,mesomorphic
endothermal,11,adjective,exothermic
endothermic,11,adjective,exothermic
endotoxin,9,noun,exotoxin
endowed,7,adjective,unendowed
endozoic,8,adjective,epizoic
end-stopped,11,adjective,run-on
endure,6,verb,enjoy
enduring,8,verb,enjoy
enemy,5,noun,friend
energetic,9,adjective,lethargic
energise,8,verb,sedate;de-energize;de-energise
energising,10,verb,sedate;de-energize;de-energise
energize,8,verb,sedate;de-energize;de-energise
energizing,10,verb,sedate;de-energize;de-energise
energy-absorbing,16,adjective,exoergic
energy-releasing,16,adjective,endoergic
enforce,7,verb,exempt
enforceable,11,adjective,unenforceable
enforced,8,verb,exempt
enforced,8,adjective,unenforced
enfranchise,11,verb,disenfranchise
enfranchised,12,verb,disenfranchise
enfranchised,12,adjective,disenfranchised
enfranchisement,15,noun,disenfranchisement
engage,6,verb,fire|disengage|disengage
engaged,7,verb,fire|disengage|disengage
engagement,10,noun,non-engagement;nonparticipation;non-involvement
engaging,8,verb,fire|disengage|disengage
enjoy,5,verb,suffer
enjoyably,9,adverb,unpleasantly;disagreeably
enlace,6,verb,untwine
enlarge,7,verb,reduce|contract
enlarged,8,verb,reduce|contract
enlarged,8,adjective,atrophied
enlargement,11,noun,contraction
enlightened,11,noun,uninitiate
enlightened,11,adjective,unenlightened
enlightening,12,adjective,unenlightening|unedifying
enlightenment,13,noun,unenlightenment
enlist,6,verb,discharge
enlisting,9,verb,discharge
enliven,7,verb,deaden
enlivened,9,verb,deaden
enlivened,9,adjective,unenlivened
enlivening,10,verb,deaden
enquiry,7,noun,answer
enrapture,9,verb,disenchant
enraptured,10,verb,disenchant
enrich,6,verb,deprive|impoverish
entangle,8,verb,disentangle;unsnarl
entangled,9,verb,disentangle;unsnarl
enter,5,verb,exit|drop out
entering,8,verb,exit|drop out
enterprising,12,adjective,unenterprising
enthral,7,verb,disenchant
enthrall,8,verb,disenchant
enthralled,10,verb,disenchant|disenchant
enthralling,11,verb,disenchant|disenchant
enthrone,8,verb,divest|dethrone
enthusiastic,12,adjective,unenthusiastic
enthusiastically,16,adverb,unenthusiastically
entirely,8,adverb,partly
entomophilous,13,adjective,anemophilous
entozoan,8,adjective,epizoic
entozoic,8,adjective,epizoic
entwine,7,verb,untwine
environmentalism,16,noun,hereditarianism
epidemic,8,adjective,endemic
epizoic,7,adjective,entozoic
equal,5,verb,differ
equal,5,adjective,unequal|inadequate
equalitarian,12,noun,elitist
equality,8,noun,inequality
equally,7,adverb,unevenly;unequally
equanimity,10,noun,discomposure
equatorial,10,adjective,polar
equilibrate,11,verb,unbalance
equilibrise,11,verb,unbalance
equilibrium,11,noun,disequilibrium
equilibrize,11,verb,unbalance
equipped,8,adjective,unequipped|unfurnished
equipping,9,noun,disarming;disarmament
equipt,6,adjective,unequipped
equitable,9,adjective,inequitable
equitably,9,adverb,inequitably
equity,6,noun,unfairness;inequity
equivalence,11,noun,nonequivalence
equivalent word,15,noun,antonym
equivocal,9,adjective,unequivocal
equivocally,11,adverb,unambiguously
equivocalness,13,noun,unambiguity;unequivocalness
eradicable,10,adjective,ineradicable
erase,5,verb,record
erect,5,verb,level
erect,5,adjective,unerect
erecting,8,verb,level
eremite,7,noun,cenobite
eremitic,8,adjective,cenobitic
eremitical,10,adjective,cenobitic
errancy,7,noun,inerrancy
eruptive,8,adjective,aqueous
escalate,8,verb,de-escalate
esoteric,8,adjective,exoteric
essential,9,noun,inessential
essential,9,adjective,inessential|adjective
essentiality,12,noun,inessentiality
essentialness,13,noun,inessentiality
establish,9,verb,abolish|disprove
established,11,verb,abolish|disprove
established,11,adjective,unestablished
esteem,6,noun,disesteem|disrespect
esteem,6,verb,disrespect;disesteem
esteemed,8,verb,disrespect;disesteem
esthesia,8,noun,insensibility
esthetic,8,adjective,inaesthetic
esthetical,10,adjective,inaesthetic
estimable,9,adjective,contemptible
estivate,8,verb,hibernate;hibernate
estrous,7,adjective,anestrous
estrus,6,noun,anestrus
ethical,7,adjective,unethical
ethical drug,12,noun,over-the-counter drug;over-the-counter medicine
ethically,9,adverb,unethically
eucaryote,9,noun,prokaryote
eucaryotic,10,adjective,prokaryotic;procaryotic
eudaemon,8,noun,cacodemon
eudaemonia,10,noun,ill-being
eudaimonia,10,noun,ill-being
eudemon,7,noun,cacodemon
eugenic,7,adjective,dysgenic
eugenics,8,noun,dysgenics
eukaryote,9,noun,prokaryote
eukaryotic,10,adjective,prokaryotic;procaryotic
euphemism,9,noun,dysphemism
euphemistic,11,adjective,dysphemistic
euphonious,10,adjective,cacophonous
euphonous,9,adjective,cacophonous
euphoria,8,noun,dysphoria
euphoric,8,adjective,dysphoric
euphory,7,noun,dysphoria
eupneic,7,adjective,breathless
eupnoeic,8,adjective,breathless
eusporangiate,13,adjective,leptosporangiate
evasion,7,noun,payment
even,4,adjective,odd|uneven
evenly,6,adverb,unevenly;unequally|unevenly
evenness,8,noun,unevenness;variability|unevenness
eventful,8,adjective,uneventful
even-toed ungulate,18,noun,odd-toed ungulate
ever,4,adverb,never
evergreen,9,noun,deciduous plant
evergreen,9,adjective,deciduous
evergreen plant,15,noun,deciduous plant
everydayness,12,noun,uncommonness
evil,4,noun,good;goodness
evil,4,adjective,good
evilness,8,noun,good;goodness
evitable,8,adjective,inevitable
evolution,9,noun,devolution
ex vivo,7,adjective,in vivo
exacerbate,10,verb,better
exacerbating,12,verb,better
exact,5,adjective,inexact
exacting,8,adjective,unfastidious
exactitude,10,noun,inexactness
exactly,7,adverb,imprecisely;inexactly
exactness,9,noun,inexactness
exaggerate,10,verb,understate
exaggerated,11,verb,understate
exaggeration,12,noun,understatement
exasperate,10,verb,better
exasperated,11,verb,better
exasperating,12,verb,better
exaugural,9,adjective,inaugural
except,6,verb,include
exchangeability,15,noun,unexchangeability
exchangeable,12,adjective,unexchangeable|inconvertible
excitable,9,adjective,unexcitable
excite,6,verb,stifle|calm
excited,7,verb,stifle|calm
excited,7,adjective,unexcited
exciting,8,verb,stifle|calm
exciting,8,adjective,unexciting
excitingly,10,adverb,unexcitingly
exclude,7,verb,include|admit|include
exclusion,9,noun,inclusion
exclusive,9,adjective,inclusive
excommunicate,13,verb,communicate
exculpate,9,verb,convict
exculpated,10,verb,convict
exculpatory,11,adjective,inculpatory
excusable,9,adjective,inexcusable
excusably,9,adverb,inexcusably;unforgivably;unpardonably
excusatory,10,adjective,unapologetic
exempt,6,verb,enforce
exempt,6,adjective,nonexempt|taxable
exergonic,9,adjective,endergonic
exhale,6,verb,inhale
exhausted,9,adjective,unexhausted
exhaustible,11,adjective,inexhaustible
exile,5,verb,repatriate
existence,9,noun,nonbeing;nonexistence
existent,8,adjective,nonexistent|unreal|potential
existing,8,adjective,nonexistent
exit,4,verb,enter|be born
exocentric,10,adjective,endocentric
exocrine,8,adjective,endocrine
exoergic,8,adjective,endoergic
exogamic,8,adjective,autogamous|endogamous
exogamous,9,adjective,autogamous|endogamous
exogamy,7,noun,endogamy
exogenic,8,adjective,endogenous;endogenic
exogenous,9,adjective,endogenous;endogenic
exon,4,noun,intron
exonerate,9,verb,convict
exonerated,10,verb,convict
exoteric,8,adjective,esoteric
exothermal,10,adjective,endothermic
exothermic,10,adjective,endothermic
exotoxin,8,noun,endotoxin
expand,6,verb,contract|contract
expanded,8,verb,contract|contract
expanded,8,adjective,contracted
expansion,9,noun,contraction
expansive,9,adjective,unexpansive
expatiate,9,verb,contract
expatriate,10,verb,repatriate
expected,8,adjective,unexpected
expectedness,12,noun,unexpectedness
expedience,10,noun,inexpedience;inexpediency
expediency,10,noun,inexpedience;inexpediency
expedient,9,adjective,inexpedient
expediently,11,adverb,inexpediently
expeditiously,13,adverb,inefficiently
expendable,10,adjective,unexpendable
expenditure,11,noun,income
expensive,9,adjective,cheap
expensively,11,adverb,cheaply
expensiveness,13,noun,inexpensiveness
experience,10,noun,inexperience
experienced,11,adjective,inexperienced
experient,9,adjective,inexperienced
expert witness,14,noun,lay witness
expertly,8,adverb,amateurishly
expire,6,verb,be born|inhale
expired,7,verb,be born|inhale
expired,7,adjective,unexpired
expiry,6,noun,birth
explicable,10,adjective,inexplicable
explicit,8,adjective,implicit
explicitly,10,adverb,implicitly
explicitness,12,noun,inexplicitness
explode,7,verb,implode
exploded,8,verb,implode
exploited,9,adjective,unexploited
explorative,11,adjective,nonexploratory
exploratory,11,adjective,nonexploratory
explosive,9,adjective,nonexplosive
export,6,noun,import
export,6,verb,import|import
exportable,10,adjective,unexportable
exportation,11,noun,import
exporting,9,verb,import|import
expose,6,verb,cover
exposed,7,verb,cover
exposit,7,verb,contract
expound,7,verb,contract
expounding,10,verb,contract
express,7,noun,local
express joy,11,verb,cry
express mirth,13,verb,cry
expressed,9,adjective,implicit
expressible,11,adjective,inexpressible
expression,10,noun,misconstruction
expressively,12,adverb,inexpressively
exsiccate,9,verb,hydrate
extant,6,adjective,extinct
extended,8,adjective,unextended
extensible,10,adjective,nonextensile
extensile,9,adjective,nonextensile
extension,9,noun,flexion
extensive,9,adjective,intensive
extensor,8,noun,flexor
extensor muscle,15,noun,flexor
exterior,8,noun,inside|inside
exterior,8,adjective,interior
external,8,adjective,internal
externality,11,noun,inwardness
externally,10,adverb,internally
exterritorial,13,adjective,territorial
extinct,7,adjective,extant|active
extinguish,10,verb,ignite
extinguishable,14,adjective,inextinguishable
extinguished,12,verb,ignite
extinguishing,13,verb,ignite
extra time,10,noun,regulation time
extracellular,13,adjective,intracellular
extramural,10,adjective,intramural
extraordinariness,17,noun,ordinariness
extraordinary,13,adjective,ordinary
extrasensory,12,adjective,sensory
extraterritorial,16,adjective,territorial
extraversion,12,noun,introversion
extraversive,12,adjective,ambiversive
extravert,9,noun,introvert
extricable,10,adjective,inextricable
extrinsic,9,adjective,intrinsic
extrospective,13,adjective,introspective
extroversion,12,noun,introversion
extroversive,12,adjective,ambiversive
extrovert,9,noun,introvert
extroverted,11,adjective,introspective
extrusive,9,adjective,intrusive
eyed,4,adjective,eyeless
eyeless,7,adjective,eyed
fabrication,11,noun,disassembly
face,4,verb,avoid|back
face up,7,verb,avoid
faced,5,verb,avoid|back
faced,5,adjective,faceless
faceless,8,adjective,faced
faceted,7,adjective,unfaceted
facing,6,verb,avoid|back
factory-made,12,adjective,homemade
factuality,10,noun,counterfactuality
factualness,11,noun,counterfactuality
facultative,11,adjective,obligate
fag,3,verb,refresh
fag out,7,verb,refresh
fagged,6,verb,refresh
fail,4,verb,succeed|manage|pass|pass
failing,7,noun,passing
failing,7,verb,succeed|manage|pass|pass
failure,7,noun,success|success|achiever
faintheartedness,16,noun,stoutheartedness
faintness,9,noun,stoutheartedness
fair,4,adjective,unfair|foul
fair,4,adverb,unfairly
fair ball,9,noun,foul ball
fairly,6,adverb,unreasonably;immoderately|unfairly
fair-mindedness,15,noun,unfairness
fairness,8,noun,unfairness;inequity|unfairness
faithful,8,adjective,unfaithful|unfaithful
faithfully,10,adverb,unfaithfully;undependably;unreliably
faithfulness,12,noun,infidelity;unfaithfulness
fall,4,noun,ascent|rise|rise
fall,4,verb,ascend;rise|increase
fall asleep,11,verb,wake up
fall back,9,verb,gain
fall behind,11,verb,gain
fall by the wayside,19,verb,enter
fall equinox,12,noun,vernal equinox
fall short of,13,verb,satisfy
fallen,6,verb,ascend;rise|increase
fallibility,11,noun,infallibility
fallible,8,adjective,infallible
falling,7,verb,ascend;rise|increase
falling,7,adjective,rising
falls,5,noun,ascent|rise|rise
falls,5,verb,ascend;rise|increase
falsehood,9,noun,truth
falseness,9,noun,truth|sincerity
falsify,7,verb,correct
falsifying,10,verb,correct
falsity,7,noun,truth|truth
falteringly,11,adverb,steadily
fame,4,noun,infamy|infamy
familiar,8,adjective,unfamiliar|strange
familiarity,11,noun,unfamiliarity
famish,6,verb,be full|feed
famished,8,verb,be full|feed
fancier,7,adjective,plain
fancify,7,verb,uglify
fancy,5,adjective,plain
fancy up,8,verb,underdress;dress down
far,3,adjective,near
farawayness,11,noun,nearness
farness,7,noun,nearness
farsighted,10,adjective,nearsighted
farsightedness,14,noun,myopia
fashionable,11,adjective,unfashionable|styleless
fashionably,11,adverb,unfashionably
fast,4,adjective,slow|slow|slow
fast lane,9,noun,slow lane
fast reactor,12,noun,thermal reactor
fasten,6,verb,unfasten|unfasten
fastened,8,verb,unfasten|unfasten
fastened,8,adjective,unfastened|unbuttoned|untied
fastening,9,verb,unfasten|unfasten
faster,6,adjective,slow|slow|slow
fastest,7,adjective,slow|slow|slow
fastidious,10,adjective,unfastidious|unfastidious
fastness,8,noun,looseness
fat,3,noun,leanness
fat,3,adjective,thin|nonfat
fat person,10,noun,thin person
fatal,5,adjective,nonfatal
fat-free,8,adjective,fatty
father,6,noun,mother;female parent
fathomable,10,adjective,unfathomable
fatigue,7,verb,refresh
fatigued,8,verb,refresh
fatigues,8,verb,refresh
fatless,7,adjective,fatty
fatness,7,noun,leanness
fatso,5,noun,thin person
fatty,5,noun,thin person
fatty,5,adjective,nonfat
fault,5,noun,merit
fault,5,verb,absolve
faulting,8,verb,absolve
fauna,5,noun,flora
favorable,9,adjective,unfavorable|unfavorable
favorableness,13,noun,unfavorableness
favorably,9,adverb,unfavorably
favourable,10,adjective,unfavorable|unfavorable
favourableness,14,noun,unfavorableness
favourably,10,adverb,unfavorably
fear,4,noun,fearlessness
fearful,7,adjective,brave
fearfully,9,adverb,fearlessly
fearfulness,11,noun,fearlessness|fearlessness
fearless,8,adjective,afraid
fearlessly,10,adverb,fearfully
fearlessness,12,noun,fear|fearfulness
feasibility,11,noun,infeasibility
feasibleness,12,noun,infeasibility
feathered,9,adjective,unfeathered
featherless,11,adjective,feathered
feature,7,verb,lack
featured,8,verb,lack
febrile,7,adjective,afebrile
fecundity,9,noun,infertility|fruitlessness
fed,3,verb,starve
federal,7,adjective,unitary
feed,4,verb,starve
feeder,6,noun,distributary
feeding,7,verb,starve
feelingly,9,adverb,unfeelingly
felicitous,10,adjective,infelicitous
felicitously,12,adverb,infelicitously
felicitousness,14,noun,infelicity
felicity,8,noun,infelicity|unhappiness
fell,4,verb,ascend;rise|increase
fellow member,13,noun,nonmember
female,6,noun,male|male
female,6,adjective,androgynous
female aristocrat,17,noun,male aristocrat
female child,12,noun,male child;boy
female monarch,14,noun,king;male monarch
female offspring,16,noun,male offspring
female parent,13,noun,father;male parent
female person,13,noun,male
female sibling,14,noun,male sibling
femaleness,10,noun,maleness
feminine,8,adjective,masculine|neuter|unwomanly
feminineness,12,noun,maleness
femininity,10,noun,masculinity
ferned,6,adjective,fernless
fernless,8,adjective,ferned
ferny,5,adjective,fernless
fertile,7,adjective,sterile
fertility,9,noun,infertility
fetch,5,verb,take away
fetching,8,verb,take away
feverish,8,adjective,afebrile
few,3,adjective,many
fewer,5,adjective,more|many
fewest,6,adjective,most|many
fictional,9,adjective,nonfictional
fidelity,8,noun,infidelity;unfaithfulness
fig out,7,verb,underdress;dress down
fig up,6,verb,underdress;dress down
figurative,10,adjective,literal
figuratively,12,adverb,literally
figure,6,noun,ground
file in,7,verb,file out
file out,8,verb,file in
filial,6,adjective,parental|parental
fill,4,verb,empty|empty
fill up,7,verb,empty|empty
filled,6,verb,empty|empty
filled,6,adjective,unfilled
filling,7,verb,empty|empty
finality,8,noun,inconclusiveness
financial,9,adjective,nonfinancial
find,4,verb,lose
finding,7,verb,lose
findings,8,verb,lose
fine,4,adjective,coarse
finely,6,adverb,coarsely
finer,5,adjective,coarse
fingered,8,adjective,fingerless
fingerless,10,adjective,fingered
finish,6,noun,beginning|start
finish,6,verb,begin
finished,8,verb,begin
finished,8,adjective,unfinished|unfinished
finishing,9,noun,start
finishing,9,verb,begin
finite,6,adjective,infinite|infinite
finitely,8,adverb,infinitely
finiteness,10,noun,infiniteness
finitude,8,noun,infiniteness
fire,4,verb,hire
fired,5,verb,hire
firing,6,verb,hire
firmness,8,noun,unsoundness|irresoluteness|unsteadiness
firmness of purpose,19,noun,irresoluteness
first,5,noun,middle
first,5,adjective,last|second
first light,11,noun,sunset
fiscal,6,adjective,nonfinancial
fissile,7,adjective,nonfissionable|nonfissile
fissionable,11,adjective,nonfissionable
fit,3,verb,disagree
fit,3,adjective,unfit|unfit
fit out,7,verb,undress
fitly,5,adverb,inappropriately;unsuitably
fitness,7,noun,unfitness|unfitness
fitted,6,verb,disagree
fitter,6,adjective,unfit|unfit
fitting,7,verb,disagree
fittingly,9,adverb,inappropriately;unsuitably
fittingness,11,noun,unfitness
fix,3,verb,break|unfasten
fixed,5,verb,break|unfasten
fixed,5,adjective,unfixed
fixedness,9,noun,looseness
fixed-width font,16,noun,proportional font
fixing,6,verb,break|unfasten
fixings,7,verb,break|unfasten
fixity,6,noun,looseness|mutability;mutableness
fixture,7,noun,looseness
flake out,9,verb,wake up
flashback,9,noun,flash-forward
flash-forward,13,noun,flashback
flat,4,adjective,contrasty|natural
flat,4,adverb,indirectly
flat-bellied,12,adjective,bellied
flatten,7,verb,sharpen
flattened,9,verb,sharpen
flatter,7,verb,disparage
flatter,7,adjective,contrasty|natural
flattering,10,verb,disparage
flattering,10,adjective,unflattering
flawlessness,12,noun,imperfection
fledged,7,adjective,unfledged
fleece,6,verb,undercharge
flesh out,9,verb,contract
flex,4,verb,straighten|unbend
flexibility,11,noun,inflexibility|inflexibility|intractability
flexible,8,adjective,inflexible|inflexible|uncompromising
flexibleness,12,noun,inflexibility|inflexibility
flexibly,8,adverb,inflexibly
flexile,7,adjective,inflexible
flexion,7,noun,extension
flexor,6,noun,extensor
flexor muscle,13,noun,extensor
flexure,7,noun,extension
flightless bird,15,noun,carinate
flimsy,6,adjective,convincing
float,5,verb,sink
floating,8,verb,sink
flood,5,noun,ebbtide
flood tide,10,noun,ebbtide
floored,7,adjective,ceilinged
flora,5,noun,fauna
flowering,9,adjective,flowerless
flowerless,10,adjective,flowering
fluency,7,noun,disfluency
flunk,5,noun,passing
flunk,5,verb,pass
flush it,8,verb,pass
flying bird,11,noun,ratite
focalise,8,verb,blur|blur
focalize,8,verb,blur|blur
focus,5,verb,blur|blur|blur
focused,7,verb,blur|blur|blur
focused,7,adjective,unfocused
focusing,8,verb,blur|blur|blur
focussed,8,verb,blur|blur|blur
focussed,8,adjective,unfocused
focussing,9,verb,blur|blur|blur
foe,3,noun,friend
fogginess,9,noun,distinctness;sharpness
fold,4,verb,unfold|open
fold up,7,verb,unfold
folding,7,verb,unfold|open
follies,7,noun,wisdom
follow,6,verb,precede|predate|precede
follower,8,noun,leader
followers,9,noun,leader
following,9,verb,precede|predate|precede
following,9,adjective,leading
folly,5,noun,wisdom
foolish,7,adjective,wise
foolishly,9,adverb,wisely
foolishness,11,noun,wisdom
foot,4,noun,head
footed,6,adjective,footless
footless,8,adjective,footed
for good,8,adverb,temporarily
forbear,7,verb,act
forbearance,11,noun,impatience
forbearing,10,verb,act
forbid,6,verb,permit;allow
forbidden,9,verb,permit;allow
forbidding,10,verb,permit;allow
force,5,verb,pull|push
force back,10,verb,attract
force out,9,verb,hire
forced,6,verb,pull|push
forceful,8,adjective,forceless
forceless,9,adjective,forceful
fore,4,adjective,aft
fore,4,adverb,aft
foredate,8,verb,postdate
forego,6,verb,postdate|claim
foregoing,9,verb,postdate|claim
foregone,8,verb,postdate|claim
foregone conclusion,19,noun,uncertainty
foreground,10,verb,background;play down
foregrounding,13,verb,background;play down
forehand,8,adjective,backhand
forehanded,10,adjective,backhand
foreign,7,adjective,domestic|native
foreigner,9,noun,citizen
foreignness,11,noun,nativeness
forepart,8,noun,rear
foreshorten,11,verb,expand
forester,8,adjective,aft
forfeit,7,verb,claim
forfeited,9,verb,claim
forget,6,verb,remember|remember|mind
forgetful,9,adjective,retentive|mindful
forgettable,11,adjective,unforgettable
forgivably,10,adverb,inexcusably;unforgivably;unpardonably
forgiving,9,adjective,unforgiving
forgivingly,11,adverb,unforgivingly
forgo,5,verb,postdate|claim
forgoing,8,verb,postdate|claim
forgotten,9,verb,remember|remember|mind
formal,6,adjective,informal|informal
formalise,9,verb,invalidate
formalised,10,verb,invalidate
formalism,9,noun,imitation
formalities,11,noun,informality
formality,9,noun,informality
formalize,9,verb,invalidate
formalized,10,verb,invalidate
formally,8,adverb,informally
formalness,10,noun,informality
formed,6,adjective,unformed
former,6,noun,latter
former,6,adjective,latter
forrad,6,adverb,backward
forrard,7,adverb,backward
forte,5,noun,weak point
forte,5,adjective,piano
forte,5,adverb,piano
fortified,9,verb,weaken|disarm
fortify,7,verb,weaken|disarm
fortissimo,10,adverb,pianissimo
fortuitously,12,adverb,unfortunately;unluckily
fortunate,9,adjective,unfortunate
fortunately,11,adverb,unfortunately;unluckily
forward,7,adjective,backward|backward|reverse
forward,7,adverb,backward|back;backward|aft
forward motion,14,noun,retreat
forwards,8,adverb,backward
fossorial,9,adjective,cursorial
foul,4,verb,unclog
foul,4,adjective,fair
foul ball,9,noun,fair ball
fouled,6,verb,unclog
found,5,verb,abolish|lose
found,5,adjective,lost
founding,8,verb,abolish
four-footed,11,adjective,bipedal;biped
fraction,8,verb,multiply
fractional,10,adjective,whole
fragrant,8,adjective,malodorous
frail,5,adjective,robust
framed,6,adjective,unframed
fraternal,9,adjective,identical|sisterly
free,4,verb,confine|lodge|enforce|obstruct|blame|block;freeze
free,4,adjective,unfree|bound|unfree
free enterprise,15,noun,non-market economy
free state,10,noun,slave state
freeing,7,verb,confine|lodge|enforce|obstruct|blame|block;freeze
freelance,9,adjective,salaried
free-lance,10,adjective,salaried
freelancer,10,adjective,salaried
freeze,6,verb,boil|unfreeze;unblock
freezing,8,verb,boil|unfreeze;unblock
frequent,8,verb,boycott;boycott
frequent,8,adjective,infrequent
frequenter,10,adjective,infrequent
frequently,10,adverb,infrequently;rarely
fresh,5,adjective,stale|preserved|salty
fresh water,11,noun,saltwater
freshen,7,verb,tire
fresher,7,adjective,stale|preserved|salty
freshness,9,noun,staleness
freshwater,10,noun,saltwater
fretted,7,adjective,unfretted
friend,6,noun,foe|stranger
friendliness,12,noun,unfriendliness|unfriendliness
friendly,8,noun,hostile
friendly,8,adjective,unfriendly|unfriendly|hostile
fright,6,noun,fearlessness
frigidity,9,noun,hotness
frigidness,10,noun,hotness
frivolity,9,noun,seriousness
frivolous,9,adjective,serious
frivolousness,13,noun,seriousness
front,5,noun,rear|rear|back
front,5,verb,back
front,5,adjective,back
front burner,12,noun,back burner
front end,9,noun,rear
frontward,9,adverb,backward
frontwards,10,adverb,backward
frozen,6,verb,boil|unfreeze;unblock
frozen,6,adjective,unfrozen
fruitful,8,adjective,unfruitful
fruitfully,10,adverb,unproductively;fruitlessly;unprofitably
fruitfulness,12,noun,fruitlessness
fruitlessly,11,adverb,productively;fruitfully;profitably
fruitlessness,13,noun,fruitfulness
fueled,6,adjective,unfueled
fulfil,6,verb,fall short of
fulfill,7,verb,fall short of
fulfilled,9,verb,fall short of|fall short of
full,4,verb,wane
full,4,adjective,empty|thin
fuller,6,adjective,empty|thin
fullness,8,noun,emptiness
full-term,9,adjective,premature
full-time,9,adjective,part-time
full-time,9,adverb,half-time
fully,5,adverb,meagerly
function,8,verb,malfunction
functional,10,adjective,nonfunctional|organic
functional disorder,19,noun,organic disorder
functioning,11,verb,malfunction
functioning,11,adjective,malfunctioning
funded,6,adjective,unfunded
fungibility,11,noun,unexchangeability
furbish up,10,verb,break
furnished,9,adjective,unfurnished
furrowed,8,adjective,unfurrowed
fuse,4,verb,defuse
fused,5,verb,defuse
future,6,noun,past
future,6,adjective,past
futurity,8,noun,past|pastness
fuzziness,9,noun,distinctness;sharpness
gabled,6,adjective,hipped
gain,4,noun,loss
gain,4,verb,lose|fall back|reduce
gain ground,11,verb,fall back
gainfulness,11,noun,unprofitableness;unprofitability
gallantly,9,adverb,unchivalrously
galvanic cell,13,noun,electrolytic cell
garb,4,verb,undress
garbed,6,verb,undress
garment,7,verb,undress
garmented,9,verb,undress
garner,6,verb,spread
gaseous,7,adjective,solid
gather,6,verb,spread
gathered,8,verb,spread
gathered,8,adjective,uncollected;ungathered
gathering,9,noun,disassembly
gathering,9,verb,spread
gaucherie,9,noun,urbanity
gayly,5,adverb,unhappily
gazump,6,verb,undercharge
geared,6,adjective,ungeared
general,7,noun,particular
general,7,adjective,specific|local
general agent,13,noun,special agent
general verdict,15,noun,special verdict
generalise,10,verb,specify
generalised,11,verb,specify
generalist,10,noun,specialist
generality,10,noun,particularity
generalize,10,verb,specify
generalized,11,verb,specify
generally,9,adverb,specifically|narrowly
generative,10,adjective,consumptive
generic,7,noun,varietal;varietal wine
generic drug,12,noun,brand-name drug
generic wine,12,noun,varietal;varietal wine
generosity,10,noun,stinginess
generous,8,adjective,stingy|ungenerous
generousness,12,noun,stinginess
gentleness,10,noun,abruptness
genuine,7,adjective,counterfeit
genuineness,11,noun,spuriousness
geocentric,10,adjective,heliocentric
geographic,10,adjective,magnetic
geographical,12,adjective,magnetic
geometrically,13,adverb,linearly
germfree,8,adjective,germy
germy,5,adjective,germfree
get,3,verb,leave|take away|end
get ahead,9,verb,fall back
get along,9,verb,regress
get down,8,verb,raise|elate|end
get dressed,11,verb,undress
get going,9,verb,stop
get in,6,verb,exit|pull out
get into,8,verb,exit
get off,7,verb,get on|hop on
get on,6,verb,get off|hop out|regress
get out,7,verb,enter|pull in
get over,8,verb,get worse
get rid of,10,verb,establish
get up,6,verb,sit down|go to bed;turn in|lower|underdress;dress down
get well,8,verb,get worse
get worse,9,verb,get well
get-go,6,noun,middle
getting,7,verb,leave|take away|end
gibe,4,verb,disagree
gifted,6,adjective,untalented
gilled,6,adjective,abranchiate
gill-less,9,adjective,branchiate
gird,4,verb,disarm
girl,4,noun,male child;boy|son;boy
give,4,verb,take|starve
give notice,11,verb,hire
give off,8,verb,absorb
give out,8,verb,absorb
give suck,9,verb,bottlefeed
give the axe,12,verb,hire
give the sack,13,verb,hire
give up,7,verb,claim|enter|continue|resist
given,5,verb,take|starve
give-up the ghost,17,verb,be born
giving,6,verb,take|starve
glad,4,adjective,sad
gladden,7,verb,sadden|sadden
gladdened,9,verb,sadden|sadden
glassed,7,adjective,unglazed
glassless,9,adjective,glazed
glazed,6,adjective,unglazed|unglazed
gleefully,9,adverb,joylessly
